rating,review,sentimen
1,e wallet nya ga rekomen pembayaran ribet dikatain aktivitas mencurigakan padahal kagak ada aplikasi busuk bagus di transportasi nya ga buat e wallet apalagi di pembayaran qris,negatif
4,susah baguss tetapi tolong tambahkan opsi galeri di chat bersama driver jadi tidak hanya sekedar foto lsngsung tetapi galeri juga ada terima kasihh,positif
4,okmantapsemoga lebih banyak promonya,positif
5,driver sopan dan baik perjalanan menyenangkan,positif
5,mudah dan sangat membantu,positif
3,kedepan tolong dibenahi utk mitra gofood x pesan batal terus kemungkinan pihak resto lagi tutup tapi aplikasi lupa tidak dimatikan khususnya di daerah bangkalan madura,negatif
1,lebih mantep grab dari pada aplikasi ini,negatif
4,memudahkan,positif
5,titik jemput akurat dan cepat,positif
4,layanan telpon nya dilay,negatif
1,tidak ada layanan customer servis semua robot jangan pakemakan memori besar,negatif
4,udate terbaru untuk keamanan bagus lokasi pemesan harus sesuai kooedinat hp tapi kalau untuk jemput orang tua orang lain yang beda lokasi sudah tidak bisa terpaksa pakai app sebelah,positif
5,nyamn,positif
1,mitra nya loh agak agak dia yg minta ancer ancer dia sendiri yang ngatain tidak sesuai maps susah padahal saya udah jelasin titiknya memang disitu tp jalannya lwtnya salah sblm si kurir datang sdh tak jelasin lha malah gak dibaca chat saya ke kurirnya malah bilang trus gimana gak sesuai bikin susah saya gak tau tempatmu malah skrg marah marah lagi duit kurang rupiah tok wkwk beda banget sama shoope food mitranya,negatif
5,x order goride semuanya ga ada bawa helm terpaksa saya pergi tanpa helm tolong dong di pertegas drivernya,negatif
3,sekarang posisi driver yg comvert agak jauh dikit nolak,negatif
4,kadang eror,negatif
5,segalanya jd mudah kemana mana ada gojek,positif
5,mantap booss,positif
5,seru bisa pesan donat,positif
5,saya ubah ulasannya jadi bintang ,positif
2,tolong perbaiki sistem telpon gojek setiap kali mau pesan grab atau gofood pas di telpon hp layarnya freezz error dah harus di reeboot ulang,negatif
5,mantap gk perlu repot lagi nyari angkot atau kalo mau pesan makanan tinggal tunggu depan rumah,positif
4,drama pagi inii mau pesen gojek car tapi malah di cancel terus sama driver nyaa padahal posisi lagi buru buru gk pernah sekecewa ini sih sama gojek btw aku naik di daerah kreo ntha kenapa drivernya pada ngecancel in asli parah banget sih,negatif
2,untuk mengatasi akun yang lupa pin nya gimanakok ga bisa,negatif
1,driver kaga ada yang bener,negatif
2,saya daftar dari tahun selalu gagal terus,negatif
1,saya kecewa karena anak sayang ga sengaja pencet pesan gofood sudah chat cs tapi tidak bisa dibatalkan padahal saya yakin pesanannya blm dibuat karena saya lngsng chat cs ketika lihat anak saya pesan dan jeleknya lg kita tidak bisa hubungi no resto ketika driver meng cancell otomatis dapet driver baru saat pesan gofood pun tidak ada konfirm pakai pin padahal itu bayar sebagian dengan gopay mohon tambahkan fitur pin untuk konfirm pembayaran tersebut dan fitur untuk bisa hubungi resto,negatif
1,pencarian lama sekali padahal sudah pakai pencarian prioritas,negatif
1,apk ga jelas disuruh verifikasi muka trus padahal dah bener pose muka ny malah gagal mulu apk ga guna mana masih ad saldonya lagi di di gopay ku ga jelas hapus aj fitur verifikasi muka ny,negatif
5,mantap cepat memuaskan,positif
1,kau ajar dlu itu drivermu masa menunda orderan,negatif
1,suka batalin orderan kurir nya emang ngk ada teguran udah nungguin eh dibtlin kurang semangat drivernya,negatif
5,walau di daerah tetep dapet driver  mks,positif
5,oke baik,positif
5,vouchernya murah,positif
1,cara hapus akun gopay di gojek gimana tanpa harus kosongkan saldo gopay ada yg bisa bantu soallnya mau pake gopay plus ga bisa identitas terpake sama gojek,negatif
1,gofud nunggu  jam dan gabisa di batalin cs cuman bot percuma gak komunikatif,negatif
5,gojek manteb banget,positif
3,kok akun ak gabisa buat pesan apapun ya terdeteksi apa gitu katany pdhal cuman punya perangkat puny ak doang ga ada yg lain solusinya gmna udah bulan ga bisa buat pesan makanan di gofood,negatif
5,banyak voucher nya drivernya ramah ontime,positif
1,aplikasi mahal ongkir,negatif
1,aplikasi bobrokpesen makan hampir  jam padahal resto nga jauh dari tempat pesanbuat dapetin driver aja bisa sampai  jammending pindah kesebelah,negatif
5,baik tepat waktu,positif
1,ongkos ga manusiawi kasian driver cuma dapet capekny doang,negatif
1,saya tidak bisa lagi masuk ke akun gopay karena verifikasi wajah selalu salah orangnya sama seperti saat upgrade ke gopay plus padahal masih ada saldo didalam,negatif
1,respons customer service yang sangat lambat dan tidak ada respons sama sekali sangat mengecewakan,negatif
1,aplikasi gojek bobrok bayar ongkos gofood normal pesanan lama nunggu nya ternyatakata driver nya dobel order abis anter orderan yang pertama dulu baru orderan saya saya bayar ongkos kirim gofood normal tapi kata driver nya cuma dapet ongkos gimana nih aplikasi gojek makin hari makin gak jelasmales saya pesan makanan di gofood lagi,negatif
5,pelayanan jasa oke,positif
1,tolong perbaiki bagian metode pembayaran qriss selalu aneh saat scan gk bisa terbaca apalagi sudah di ss pun aja tetep gk bisa terbaca tolong diperbaiki dan saat mau memasukan pin juga ngulang sampe brp kali kgk selesai tolong lah sistem ampas banget beda kaya sebelah mudah banget,negatif
5,gercep terakasi bang,positif
1,sengaja pesen gojek biar dpet kendaraan yg baik dan nyaman tapi alhasil nihil dapat kendaraan yg ban nya kecil terus bawa motor nya pelan di suruh ngebut alesannya jalan rusak padahal ini jalan raya umum,negatif
5,profesionalis drivernya bagus komunikasinya,positif
1,dri pda lu pesen gocar dsni mending grab sumpah,negatif
5,pelayanan prima,positif
5,saya suka aplikasi ini cepat dan tidak ribet,positif
1,beli makanan ga sengaja kepencet ga bisa di batalkan pesanan padahal baru buat pesanan buruk,negatif
5,enak nyaman cepet pula dapatnya,positif
1,kelamaan ga profesional kalo ngambil  pesenan sekaligus bikin lama org udh laper,negatif
5,service ok lah,positif
5,one stop living support apps,positif
5,gojek sangat membantu sekali tambah semangat dan sukses selalu,positif
5,ga pernah kecewaa,positif
5,datang tepat waktu dan driver nya ramah,positif
5,bagus buat pulang pergi,positif
5,mudah di gunakan dan praktis,positif
1,apa engga kasian sama driver ya argo nya sampai ribu begitu toilet umum aja rb miris bgt gojek skrg,negatif
5,gojek oke bangaty,positif
5,gojek semakin mantap,positif
1,apk sama sekali tidak melindungi konsumen hati dg pemesanan remote bukan anda penerimanya dr pengalaman saya apk ini melindungi mitranya tapi tidak melindungi hak konsumen chat dg customer service nya pun melalui mesin bukan manusia aktif kita tidak bisa berinteraksi langsung dg mereka saya sangat kecewa ga akan lagi pesan remote dr gojek,negatif
5,gojek ter baik,positif
5,cari drivernya satset gapake aiueo promonya banyak,positif
2,sering error di gosendnya,negatif
5,tepat dan cepat,positif
1,ga suka ga suka kembaliin goride comfort,negatif
1,ini takpantas ada aplikasi ini bukan membantu namun buat kesal,negatif
1,saya tiba dapat chat dari apk gojek disuruh bayar hutang lah ngutang pake gopay aja gak pernah mau dihapus akun malah gak bisa harus disuruh kosongin saldo gopay punya gopay aja kagak gimana nih pihak gojek ada yg retas keamanannya kurang nih bahaya data saya disalah gunakan tolong bantuannya,negatif
1,gojek dari kemarin ngisi pulsa kok saldo di potong nggak masuk tu pulsa lelet banget sih,negatif
5,mantapsangat membantu,positif
3,lokasi penjemputan susah di up date tetep menunjuk alamat yg muncul di aplikasi ribet harus berulang ujungnya kita mengalah geser posisi ke alamat yg sudah ada walaupun agak jauh dan hujan,negatif
5,mantaf sukses sllu buat abg,positif
5,luar biasa pekayanan okey banget,positif
1,semakin sering pake gojek pemilik aplikasi makin kaya drivernya kerja rodi,negatif
1,pelayanan gak baik lebih baik maksim,negatif
1,jd org kantor gojek mah jgn mudah trhasuttrprovokasi costumer bikin laporan nuduh mitra gojek ga sesuai nopol ga sesuai aplikasi pdhl itu adalah fitnah alangkah baiknya tanyakan terlebih dahulu ke mitra tentang kebenaranya ya atau tidak,negatif
5,kalau kita ga masak apalagi motor lagi di pakai sama suami bisa beli makanan pakai aplikasi iniada diskon nya juga lagi lebih hemat dan cepat,positif
1,kecewa banget sama aplikasi ini masa sih gw pesan gocar terus gw cancel karena drivernya jauh kena suspend acc nya itu kalau gak niat nyediain layanannya yah gak usah ada aja lah di laporkan malah gak mau di terima suruh email lah apa lah yang salah lu yang harus susah gw mending pakai grab aja lah ga ada kendala gak kayak apk ini,negatif
5,min ini ko ga bisa di pake ya padahal udah apdet gmna ceritanya coba,positif
5,cepattepatramah,positif
5,tim gojek akan menampung keluhan tersebut dan berusaha menyelesaikannya dalam waktu secepat mungkin terkait akun dan kemanan,positif
5,gampang pakainya praktis,positif
1,mulai pindah ke shopee dan grablebih okayo rame pakai shope dan grabgojek,negatif
5,jayalah gojek,positif
1,biaya penanganan pengiriman biaya lainnya yg gak jelas biaya apa lagi belum biaya tarif makanan minuman yang dipesan pun naik nya semua ga ngotak lebih baik datang langsung ke resto nya aplikasi gojek sudah sangat tidak worth it bagi saya sebagai pengguna lama gojek terlebih go food,negatif
1,drivernya ga ada yg bener attitudenya,negatif
1,aneh orang lg milih makanan tiba tiba ditanya apakah pesanan sudah benar tanpa di suru pilih pembayarn metode apa kirim kemana langsung aja pesanan di konfirmasi makin ksini makin kocak,negatif
5,gosend kereen,positif
1,wkwkk aplikasi sampah daripada keluar duit buat ngebayar admin yang cuma bisa bikin caption tolol tiap ada update mending duitnya buat bayar programmer yang lebih jago biar aplikasi sampah lo ini ga ngebug mulu lanjutan setelah ada masalah nelpon customer servicenya pun cuma dikasih saransaran sampah wkwk lo pada niat ga sih bikin company kok bisa sesampah ini wwkwk,negatif
5,untuk aplikasi sudah sangat bagus dalam fasilitas kelengkapan pilihan dan efesiensi komunikasi antara driver dan pelanggan tetapi akankah lebih baik jika setiap prosedur khususnya driver di cantumkan hospitality ketika mau cancel pelanggan apalagi di bentak bentak itu tidak etis setidaknya memberikan alasan tidak dapat menerima orderan dan lain hal itu akan lebih baik dari pada membentak customer hanya karena customer terlambat melihat pesan atau mengangkat telfon terima kasih,positif
5,pokona mh supir nya is the best sukses terus lancar selamanya,positif
5,luar biasa dahsyat,positif
1,memperkerjakan orang random,negatif
5,oke bgt,positif
5,pelayanan cepat dan driver online ramah ramah,positif
1,driver sering tdk bergerak,negatif
5,mudah digunakan untuk berbagai macam keperluan,positif
1,ga ada csnya csnya bot  malah di suruh isi fom segala macem ga nyelesain masalah,negatif
1,habis diperbaharui malah gak bisa dipake kalau gak tanggapin keluhan saya gak bakalan saya ganti bintang nya,negatif
5,antab,positif
5,sangat sangat terbantu utk bisnis,positif
5,mohon lebih profesional lagi pihak gojek masa iya pesan makanan tidak bisa di batalkanretur admin pun di hubungi tidak mau merespon mohon kerja samanya smpai sudah benar betul sistem gofood nya,negatif
5,di tampilan ku kok nggak muncul kota nya gimn nih mohon di perbaiki lagi,positif
5,sangat mmbanti dn memudahkan,positif
5,hargae terjangkau,positif
1,kadang eror drivernya juga eror suka ngebatalin seenak jidatnya ditambah klo saya pesan subuh jam pasti yg ambil g gerak trus order gojek lain tiba di cancel bangke lah bikin orang telat mulu klo berangkat subuh di tambah padahal tinggal lurus aja malah cari jarak paling jauh mau cari untung yah denga cara g bener y,negatif
3,nyariin driver dengan lokasi jauh banyak ditolakin tapi kita juga yg bakal di blokir,negatif
1,driver nih kalo mau bayaran mahal ya kerja jadi pilot aja bayaran under k di batalin wkwk ga boleh pake voucher ya buat apa voucher gw kalo gitu,negatif
3,kenapa titik gak bisa digeser dpn rumah dulu bisa sekrng kok geser di rumah orang lain trs,negatif
5,okey poll sat set,positif
5,man,positif
5,enak dan praktis,positif
5,terima kasih gojek yang selalu siap membantu saya alighato goshaihmas,positif
4,ok bro,positif
5,mantap sesuai dgn tujuan,positif
5,akan lbh baik apabila dari perusahaan gojek sendiri yg memberi fee tambahan kpd driver bkn nya malah minta kpd customerkrn selama wabah covid ini gojek sdh x menaikkan tarif perjalanannya,positif
5,oke bgt suka bgt banyakim promo nya lagi dong kek di awal awal apk ini keluar n masuk peradaban hehhe,positif
1,parah pesan go food datangnya lama banget sampe dingin loe cuma nyari untung banyak ni aplikasi driver susah sekali langsung uninstall,negatif
1,iklan gojek di aplikasi lain sangat mengganggu,negatif
5,so far so good banyakan oke sih dr pada tidak ok nyamakasih gojek semoga semakin sukses dan berkembang,positif
1,aplikasi gajelas sistem drivernya gajelas,negatif
1,guah beli mie gacoan antara harga sama ongkos kirim mahalan ongkos kirim padahal jarak kiloan ongkos antar k sedangkan mie gacoan kgojek makin kesini dah kaya korupsi,negatif
5,kalau mau mampir pesan  atau  titik antar ya biar biayanya kelihatan di awal,positif
5,aplikasi keren dan sangat dibutuhkan masyarakat luas,positif
1,khusus layanan gofoodmerugikan customer terlalu banyak bayar admn dll serta ada beberapa layanan tepat waktu dengan membayar lebih tetapi tidak pernah on time datangnya,negatif
5,pelayanan baik untuk driver ramah,positif
5,rating layanan bintang,positif
1,malam admin tolong untuk layanan nya di pisah kan untuk daerah sulawesi khususnya provinsi gorontalo tolong di pisahkan untuk motor dan bentor karena di aplikasi hanya tersedia goride khususnya di daerah gorontalo untuk layanan bentor belum ada saran saya tolong di tambahkan untuk layanan bentor di gorontalo karena daerah gorontalo motor dan bentor masih satu layanan yaitu goride dan itu menurut saya sulit untuk mendapatkan driver bentor,negatif
1,gila merinding gua serasa diteror iklan gopay dan gojek dari hp tv semuanya kena,negatif
1,gosen ngk bisa menentukan alamat jemput dan tujuan yg menentukan sistem aplikasisedangkan di sistem aplikasi ngk ada alamat yg saya maksud,negatif
1,aplikasi tidak jelas main blokir blokir aja,negatif
5,keren parah,positif
2,udah brp kali pesen gocar sumpah dapat mobil yg dalam nya kotor bgt penuh debu dan sampah ada juga mobil yg alas duduk nya di alasain selimut jorok yg kotor bgt buat gojek tolong di liat mobil driver nya yg mau dftr alasan kenapa gw gak mau pakai aplikasi ini byk mobil yg jorok,negatif
1,gopay ewallet paling buruk jelekk top up gopay udh hari belum masuk orng lgi butuh juga kerja nya pada ngapain dah ngerugiin bgt gw,negatif
5,hidup happydan mudah dengan gojek,positif
2,ngapain sih nyampah iklan dimanagak bisa apa bikin iklan yg bs diskipiklan kok maunya ditonton ampe habiskesannya maksa banget suruh liat iklanmu yg itu muluudah lama pakai aplikasimu dah suka tp kl iklanmu maksa gitu malah jd gedheg bangetmacam aplikasi gak laku ajapikir dong kl itu ngeganggu orangjangan bikin orang jengkel dong,negatif
1,no hp saya kalian blokir tanpa ada sebab tapi kalian sering ngirim notif promo taik,negatif
3,akun gojek sy tdak bisa dibuka sy masukan no hp sy yg tertera diakun gojek sy terima kodeny lalu masukan kode email aneh sekali email orang bukan punya sy sampai sekarang tdk bisa dibuka,negatif
2,pesan makanan di gojek sekarang lamanya minta ampun sampek laper nunggu nyajam nya terlalu over buat aku padahal driver buanyak banget di jalan nganggur,negatif
3,gausah kasih promo gede kalo driver ke customernya ujungnya ga sopan kocak,negatif
1,diupdate bukan nya makin ringan malah makin beratt klo bukan karna perlu go transinte gak akan gua pake ni aplikasi buka go transite lama banget najis,negatif
3,voucher promo makanan nya hanya di awalawal saja makin lama pake nya makin tidak ada promo nya,negatif
3,eh iklan di apk apk gt benerin deh tolong kadang tuh udh selesai waktu iklan nya tapi gak ada tombol x samsek udh di tunggu lebih dr menit lebih ttp jdnya ngestuck jdny harus keluar apk dulu jd ngulang hadeh,negatif
4,makin mantap fitur nya,positif
2,tiap belanja gomart susah bgt dpt driver banyak di cancel trs tiap pesan gocar yg hemat jg bnyk yg dicancel,negatif
3,gojek sekrang ribet masak order makanan lama banget ujung nya dibatalin kita udah nunggu lama gimana gak kecewa coba,negatif
1,apalah gk jelas,negatif
5,mantap jek,positif
5,sangat senang dengan pelayanan begitu cepat,positif
5,oke banget fast respon,positif
5,suka dimanapun g bakal kelaperan,positif
3,promo diskon ditingkatkan dong,negatif
5,kendaraannya bagus ga nunggu lama harganya terjangkau sangat membantu,positif
5,ok cuma klo pemakaian gocar dengan rute dekat sering bgt di tolak,positif
5,alhamdulillah gojek dan gocar sangat membantu saya ,positif
1,aplikasi maapnya kacau,negatif
5,sdh pernah punya akun gojektp karena hp rusakdownload lagi dan masuk di aplikasi gojek pakai email yg kita punya knp tdk bisadng jawaban email sdh pernah terdaftarlha email yg kita punya cuma terus bagaimana solusinya,positif
1,nyari driver nya lama,negatif
5,gojek memang lbh cpt,positif
2,gosendnya udah mahal sekarang sekalinya ada yg murah tetep belum kejangkau customer masi kemahalan mana harus tunggu jam app sudah di cancel masi on ganti aplikasi lalamove lebih kejangkau harganya,negatif
1,gajelass mau makan aja ribett suruh nunggu lama ditunggu in gadateng giliran di batalin kaga bisa aplikasi gajelas kalau hujan lemott,negatif
1,gajelas gabisa order,negatif
5,promo nya di tambah lagi yaa,positif
5,mantap recommended,positif
5,driver gojek terbaik,positif
5,mantapkan sistem,positif
1,driver banyak di sekitar kok dapet nya yg jauh sih aneh banget ngapain dah kaya gitu,negatif
1,lama bgt gak bisa trs buat gofood bilang kek gangguan lama bngt uodatenya jelek bnr,negatif
4,lagi nyusul klw gak di kecewain,positif
1,mau beli paket data terjadi kendala trus dari pagi sampai siangg udah nyoba chat cs nya malah di bilang nomer terdeteksi penyalah gunaan apalahh minggu lalu bisa knpa skrng ga bisa malah terdeteksi ada penyalahgunaan,negatif
5,mantap gojek emang berkelas,positif
5,banyak membantu sekali,positif
5,sangat membantu saat pengiriman,positif
1,parah sh gopay nisy beli pulsa melalui my mpulsa gagal tdk bs transaksi tp tetap saja saldo di gopay terpotong tdk kembalipayah,negatif
1,parah ini aplikasi nya saya bayar ongkir gofood ribueh malah ke driver nya perak pantasan driver nya wajah lesu abis ngantar km penjajah berbasis aplikasi lu gojek ayo rame hentikan order pakai aplikasi inimasih banyak aplikasi lebih manusiawibiar yang kita pesan dan makan lebih barokah penjajah,negatif
5,sangat tertarik driver baik terima kasih pak sudah antar kami,positif
1,termasuk pembohongan nggak si setiap order ada tambahan biaya layanan tapi pelayanannya malah gak bener dulu chat customer beneran sama manusia sekarang turun jadi chat bot sekarang ga bisa liat posisi driver sebelum ambil pesanan biar kita pesen regular tapi drivernya bawa pesanan nggak keliatan di maps padahal ongkir regular gak murah,negatif
1,gojep tidak jelas bisa apa tidak mengirim makanan nunggu sejam malah tidak ada kabar,negatif
5,gps udh nyala ga ke sambung tolol,positif
5,terima kasih sdh antar saya selamat smp tujuan,positif
5,sampai saat ini gak pernah dikecewakan sama drivernya semoga sukses selalu,positif
1,butuh gak butuh pakai aplikasi gojek ternyata banyak promo omon harus segera di benahi,negatif
2,sumpah ini aplikasi sebenarnya bagus cuman kadang kesel gmna ya sama driver nya masa iya tiap order makanan atau express driver selalu aja gada uang kembalianuang kecil tolong dong jangan andelin rasa iba dari rasa customer biar kalian mau dikasih tip yang lebih mau dikasih rating bintang juga gua jadi kasihan sama drivernya tolong pihak gojek untuk drivernya ditegur,negatif
1,rakus potongan besara,negatif
5,aman dan cepat ya,positif
5,ojol favorite aku puas banget juga sangat membantu aktifitas seharihariku mempermudah sudah bertahuntahun selalu pake jasa gojek gak pernah pindah kelain hatiberkah sukses trs selamanya gojek,positif
1,jelek sekali selalu tidak memuaskan kalau pakai aplikasi gojek ini order go food selalu dapat driver yang tidak beres tidak pernah mau antar bahkan sampai nunggu jam baru ada yg mau antar di cancel gabisa customer service malah pakai robot perbaiki lagi sistemnya cs jangan robot begitu tidak worth it sama sekali dan ya admin kalau baca ini bales pakai typing jangan bot terus jangan cuma ngomong aduin di apk tapi gada solusi ga jelas,negatif
5,mantaaff,positif
1,knp ya akhir driver susah didapat padahal saya sering sekali order dulu lncar saja tp akhir bulan ini susah sekali carinya sampe sejampun nunggi ga dpet juga klo dibilang daerah saya banyak gojek lalu lalang tp ga ad yg ambil pesanan dan ini ga terjadi di hp saya saja temen yg pakai aplikasi ini juga ngeluh begitu padahal saya sering juga ngisi gopay bener gojek makin buruk lebih baik pidah ke ojek online lain,negatif
1,gak suka gojek iklannya muncul di mana mana,negatif
5,bagus cepat ramah,positif
5,recomended banget aplilasinya mudah digunakan tidak ribet sangat membantu saya dalam segala utusan transportasi,positif
5,gojek keren banget,positif
3,tolong min knpa gopay sekarang gini top up saldo sampe kini blom masuk,negatif
1,akun saya dibekuin saldo saya ketahanan k ga bisa di pindahkan minta bantu cs jawabannya ga ngebantu perusahaan besar gini tapi ga helpfull alasan akun diblokir katanya saya ada ketauan aktivitas mencurigakan padahal saya ga melakukan tindakan kriminal atau scam apapun asli sy kecewa saya sama gojek ambil dah tuh uang receh semoga ga berkah,negatif
5,banyakin promo nya lagi dong admin yang baik hati,positif
5,joss,positif
5,bagus driver sopan ngter jemput sudah sesuai titik jemput,positif
5,ok lah kalo begitu,positif
5,sangat amat membantu terima kasih,positif
5,alhamdulillah saya pakai gopay udah hampir  tahun transaksi sudah hampir jt aman aman saja makin suka pakai gopay,positif
4,kurang akses buat tunanetra,negatif
5,ngerecep dpt order nya,positif
1,kenapa ya gojek saya sudah pernah kasih bintang sama salah driver yg jalannya ugal ugalan cenderung kasar tapi kenapa gojek tetap merekomendasikan saya sudah x diantar driver ini tapi tetap kasar pesanan ke saya cancel malah marah dan membuntuti perjalanan saya dengan driver lain lalu marah dan mengancam ketika sampai di lokasi mohon maaf gojek saya kecewa,negatif
2,pesen makanan jam lebih ga dpt driver ga jelas,negatif
5,ramah drivernya,positif
1,heran liat bantuannya mau ngasih penjelasan lagi gk bisa,negatif
5,terima kasih sudah melayani dengn baik,positif
1,kasihan drivernya woy biaya layanan selangit promo sama potongan layanan dibebanin ke driver nya gojek dora sampah,negatif
1,notif sangat menganggu giliran mau dicoba pakai promonya seperti ga guna masa jarak order makanan cuma meter di hitung ribuan keatas sama aja ga guna promonya bikin emosi,negatif
5,tingkatkan pelayanannya,positif
1,gimna ini aku gkbisa tf ke dna uang di di gopay ku caranya,negatif
1,di aplikasi gopay gak jelas riwayat transaksi masuk di saldo gak ada komplen ke bantuan jawabannya gak jelss,negatif
5,driver ramah dan tahu jalan,positif
1,sangat kecewa dengan pelayanan gobox,negatif
5,mantap enak kemana mna,positif
5,sangat membantu dan memudahkan keperluan darurat,positif
2,gosend knapa sekarang tidak ada fitur chat nya yaa jadi nyusahin,negatif
5,semua jadi lebih mudah,positif
1,banyak masalah,negatif
5,gopay laternya knp diblokir pdhal pembayarannya tdk pernah telatnunggak,positif
1,makin kesini makin dikit promo yang murah terlanjur udah ga akan gofood lagi,negatif
3,saya udah sering pake aplikasi ini buat pesen gofood tp kenapa sekarang aplikasi nya bermasalah saya udh top up gopay di riwayat gopay memang masuk pemberitahuan nya tapi di gopay nya nominal tidak berubah sama sekali padahal saya sudah too up saya sudah melaporkan ke bantuan yang di gopay tapi ketika di cek ke halaman update laporan saya kosong akhirnya saya lapor lagi dan masih ga ada juga tolong yaa segera masukin dana saya ke gopay terimakasih,negatif
1,pesanan gofoon tidak diterima padahal gopay sudah terpotong chat admin mbulet telpon dan chat driver tidak direspon,negatif
4,saran mau check out makanan bisa pembayaran metode qris,positif
5,selalu jadi pilihanku untuk pengiriman herbalife,positif
5,sangat membantu untuk memperoleh transporyasi perjalanan,positif
1,iklan nya mengganggu mending shopee aja ini garain orang pusing,negatif
1,makin parah gojek kesini terpaksa update bintang jadi dari mulai kecekatan pembacaan lokasi sampai performa layanannya,negatif
1,slot gofood tidak sesuai batas area buang buang bensin aja,negatif
1,nambah kaga jelas sekarang driver bayak di sekitar malah kasih yang jauh kan kaga jelas,negatif
5,palayanan bagussangat membantutrmksh gojek,positif
5,sangat praktis,positif
5,bagus dan menolong,positif
5,aplikasi gojek yg baru lebih ringan dan mantap,positif
5,baguuss,positif
5,ok bgt kenapa lama y kalau gosendnya,positif
5,cepat sampaiorangnya ramah,positif
5,cepat dapat dipercaya,positif
1,intensifnya hanya sebuah harapan belaka,negatif
5,gojek sanggat mendukung untuk aktivitas setiap hari,positif
5,good job banyakin lh promonya,positif
1,kenapaa saya gabisa masuk atau daftar akun jelek bnget sih,negatif
5,mantap dan semakin luar biasa banget gojek,positif
2,drivier yang di kasih kebanyakan yang tidak berpendidikan udah jelas ada sop gunakan atribut gojek malah pake baju bebas di kira mau piknik customer pun bingung mana gojek mana maxim kadang ada yang pake baju maxim atau grab tapi nerima customer gojek kan aneh customer pun bingung kalo lagi nunggu driver yg di pesan gojek yg datang maxim indriver grab ada juga pesan makanan dri gojek yg datang shoppe food tapi aplikasinya gojek aneh banget tolong la pihak gojek filter mitra kalian,negatif
5,mantapop,positif
5,memudahkan segalanya,positif
4,apknya benar sangat membantu untuk kehidupan sehari tapi tolong lakukan sesuatu untuk driver yg problematik tarif rendah marahnya ke pelanggan disasarin maps marahnya juga ke pelanggan semau cancel padahal udah konfirmasi dan nunggu lama n driver moody yg ga kenapa jutek dikasih bintang rendah bukan solusi cuma memicu konflik lebih besar,positif
5,keren mantap ok,positif
4,tambahin metode pembayaran dana dong secepatnya yaa karna saya butuh itu lebihh gampang tolong yaa min secepatnya saya juga mau beli makanan jadinya gak bisa,positif
5,problem solved via email cs terimakasih gojekgopay,positif
3,pilihan gofud jd cmn dikit,negatif
1,sudah tidak pernah jadi driver aktif thn lalu tapi masih dipotong bpjs tk,negatif
5,nyaman cepat sampai tujuan,positif
5,bagus bisa buat pesen untuk mokel,positif
5,ok mantab gojek,positif
5,baik dan ramah serta tepat waktu,positif
4,kasih empat bintang dulu soalnya masih sikit di kasih penumpang,positif
1,gk jles bnrr makan nya lamaa orng pesen krna laper kenapa lamaa sihh,negatif
1,ih kesel lagi akhir bulan saldo pas pasan isi gopay buat naik goride malah belum masuk diriwayat transaksi nya mah udah masuk kok tp saldo ga bertambah kesel banget aplikasi sekelas gojek aja bisa se ga buat nyaman pengguna nya,negatif
1,baru beli gojek plus belum bulan udah ilang,negatif
1,susah bgt dpet driver,negatif
5,driver bagus pengiriman cepat,positif
5,membantu sekali  aplikasi ny mudah di pahami good job lebih baik lagi gojek,positif
5,aplikasi transportasi paling pengalaman di indonesia,positif
5,praktis memudahkan pembayaran,positif
3,saya tidak bisa chat restoran untuk menambahkan notes pesanan sehingga pesanan sudah terlanjur dibuat harusnya pembeli diberi akses untuk bisa chat restonya,negatif
5,abang nya ramahpenjemputan tepat waktu,positif
1,gk bisa pencet voucher,negatif
5,good sekali,positif
1,lama lama makin mahal beli makan via gofood udah gak pernah lagi pake ini,negatif
5,apk yang sangat amat membantu masyarakat mantap sukses selalu buat gojek,positif
5,sangat puas ramah dan tepat waktu,positif
1,tolong dong pihak dari kantor gojek buat gocar kalau harga sudah sesuai aplikasi gak usah nego yg parah nya lagi pesan gocar buat antar istri ke rumah sakit malah minta nego udah gitu malah minta di cancel oleh pihak drivertolong pihak kantor kasih tindakan dan tegasan jgn pilih orderan,negatif
5,puas dngn palayanan gojek,positif
2,sudah bagus tapi terakhir saya gunakan untuk gofood entah mengapa sampai x ganti driver sehingga pesanan lama dtg dan tidak ada konfirmasi mengapa driver diganti berulang ulang,negatif
1,para driver gojek jadi budak telak pemilik aplikator gopartner  grab gk tanggung tanggung pemilik aplikator meraup keuntungan  dari penghasilan kerja para driver luar binasa rakyat indonesia di injak jrot tanpa ada kepedulian pemerintah terhadap rakyatnya dlm melindungi nya melalui peraturan katanya peduli wong cilik emang bisa mensejahterahkan rakyatnya dlm memberikan lapangan pekerjaan  orang memberantas para koruptor saja masih keteteran paling hoax doang realita nya,negatif
1,gak makin berkembang malah makin menyusahkan gofood makanan gak bisa batalin padahal udah nunggu lama bangetpembeli dengan harapan makanan akan datang gak taunya dari resto gak ada konfirmasi chat atau pesan lah kalau ada kendala lha ini udah nunggu lama banget gak taunya hilang gitu aja bikin emosi,negatif
1,aplikasi tolol mapnya tolol nyusahin driver sama penumpang perbaiki nama jalan di map,negatif
1,makin ga jelas topup masuk ke tabungan topup rb masuk kirain erorr,negatif
